estimate,model
0.126488978064828,average hours spent in childcare per day
0.217369181961546,average hours spent in childcare per day
0.158913518451304,average hours spent in childcare per day
0.252012601124794,average hours spent in childcare per day
0.0559637092713043,average hours spent in childcare per day
0.154240268471988,average hours spent in childcare per day
0.173586527665827,average hours spent in childcare per day
0.123591599824529,average hours spent in childcare per day
-0.00244919121034551,average hours spent in childcare per day
0.104336173584519,average hours spent in childcare per day
0.222774042980856,average hours spent in childcare per day
0.113628132069243,average hours spent in childcare per day
0.0941154024389778,average hours spent in childcare per day
0.079334801503727,average hours spent in childcare per day
0.0883176174292039,average hours spent in childcare per day
0.203307632696243,average hours spent in childcare per day
0.180673203401866,average hours spent in childcare per day
0.191188624711647,average hours spent in childcare per day
0.152761651387174,average hours spent in childcare per day
0.0987635506646933,average hours spent in childcare per day
0.128197937093172,average hours spent in childcare per day
-0.115749927209677,average hours spent in childcare per day
0.0543465533657592,average hours spent in childcare per day
0.00264690302435259,average hours spent in childcare per day
0.206617370255875,average hours spent in childcare per day
0.0660311058627506,average hours spent in childcare per day
0.240842555055641,average hours spent in childcare per day
0.154355441288646,average hours spent in childcare per day
0.153355737075379,average hours spent in childcare per day
0.0581319833939919,average hours spent in childcare per day
0.118735681950037,average hours spent in childcare per day
0.0976918606769279,average hours spent in childcare per day
0.0718609865215756,average hours spent in childcare per day
-0.0131551115938634,average hours spent in childcare per day
0.1851404052061,average hours spent in childcare per day
0.116082545450774,average hours spent in childcare per day
0.110776797066872,average hours spent in childcare per day
0.0593866099829543,average hours spent in childcare per day
0.0532048332035495,average hours spent in childcare per day
0.173658520731418,average hours spent in childcare per day
0.0959993888482996,average hours spent in childcare per day
0.0713657275711518,average hours spent in childcare per day
0.100718364349404,average hours spent in childcare per day
0.19404468336671,average hours spent in childcare per day
0.155623249380343,average hours spent in childcare per day
0.166340333265662,average hours spent in childcare per day
0.115458348495688,average hours spent in childcare per day
0.0601101119185248,average hours spent in childcare per day
0.206698745090235,average hours spent in childcare per day
0.233425503223483,average hours spent in childcare per day
0.125803605279436,average hours spent in childcare per day
0.165031543255593,average hours spent in childcare per day
0.023783226241131,average hours spent in childcare per day
-0.0395187061140869,average hours spent in childcare per day
0.149567385412832,average hours spent in childcare per day
0.190134644355344,average hours spent in childcare per day
-0.0134777099758306,average hours spent in childcare per day
0.011992399881495,average hours spent in childcare per day
0.0834570164408504,average hours spent in childcare per day
0.0957295710322892,average hours spent in childcare per day
0.296651314166859,average hours spent in childcare per day
0.141066920783378,average hours spent in childcare per day
-0.076745258001943,average hours spent in childcare per day
0.0269279571626007,average hours spent in childcare per day
0.302238369791504,average hours spent in childcare per day
0.212217043818633,average hours spent in childcare per day
0.104999565014996,average hours spent in childcare per day
0.124076174617993,average hours spent in childcare per day
0.0474185589305383,average hours spent in childcare per day
0.0899198895895038,average hours spent in childcare per day
0.14164963612046,average hours spent in childcare per day
0.123049738112113,average hours spent in childcare per day
0.174088540045282,average hours spent in childcare per day
0.171338769076048,average hours spent in childcare per day
0.0334971487305187,average hours spent in childcare per day
0.126016765008195,average hours spent in childcare per day
0.119980447266707,average hours spent in childcare per day
0.23391732728545,average hours spent in childcare per day
0.0295852687848571,average hours spent in childcare per day
0.0886556298543605,average hours spent in childcare per day
0.132920703549703,average hours spent in childcare per day
-0.0244309375850262,average hours spent in childcare per day
-0.0410937462134873,average hours spent in childcare per day
0.281251576927209,average hours spent in childcare per day
0.160434803191309,average hours spent in childcare per day
0.0892608804444989,average hours spent in childcare per day
0.0572600611229218,average hours spent in childcare per day
0.0394842603500903,average hours spent in childcare per day
0.18053039379301,average hours spent in childcare per day
0.000987368768890036,average hours spent in childcare per day
0.149674629762758,average hours spent in childcare per day
0.18802561382471,average hours spent in childcare per day
0.122386395751605,average hours spent in childcare per day
0.032984825281789,average hours spent in childcare per day
0.130353130662441,average hours spent in childcare per day
0.241956904556901,average hours spent in childcare per day
0.0503422893107133,average hours spent in childcare per day
0.0421870468238647,average hours spent in childcare per day
0.0250968079656088,average hours spent in childcare per day
0.0299210766163463,average hours spent in childcare per day
0.144554872220321,average hours spent in childcare per day
0.0861347125076934,average hours spent in childcare per day
0.0508963696760776,average hours spent in childcare per day
0.0802054172689943,average hours spent in childcare per day
0.199083446243976,average hours spent in childcare per day
0.211298048320964,average hours spent in childcare per day
0.156719617245284,average hours spent in childcare per day
0.149039450158041,average hours spent in childcare per day
-0.0401657975610978,average hours spent in childcare per day
0.266446469929945,average hours spent in childcare per day
-0.00337326494426084,average hours spent in childcare per day
-0.0516210897954577,average hours spent in childcare per day
0.143787164901672,average hours spent in childcare per day
0.00679554458000483,average hours spent in childcare per day
0.161796509390207,average hours spent in childcare per day
0.0351985972422565,average hours spent in childcare per day
0.135246778163639,average hours spent in childcare per day
0.0185686499462255,average hours spent in childcare per day
0.137082782212777,average hours spent in childcare per day
0.0411823425390315,average hours spent in childcare per day
0.106889620984576,average hours spent in childcare per day
0.0842100728020463,average hours spent in childcare per day
0.193823627734874,average hours spent in childcare per day
0.231883918844942,average hours spent in childcare per day
0.0410753951070175,average hours spent in childcare per day
0.010521545151705,average hours spent in childcare per day
0.103537173986253,average hours spent in childcare per day
0.12067372455069,average hours spent in childcare per day
0.052679959601293,average hours spent in childcare per day
0.248361429770213,average hours spent in childcare per day
0.182133685868021,average hours spent in childcare per day
0.108688990246012,average hours spent in childcare per day
0.129082499065617,average hours spent in childcare per day
0.0701713280511468,average hours spent in childcare per day
0.0854486243741901,average hours spent in childcare per day
0.230808449927877,average hours spent in childcare per day
0.0835122389790805,average hours spent in childcare per day
0.0780127131720171,average hours spent in childcare per day
0.20974274268951,average hours spent in childcare per day
0.0374615427921026,average hours spent in childcare per day
0.128864076608556,average hours spent in childcare per day
0.240017976528745,average hours spent in childcare per day
0.0647705076599187,average hours spent in childcare per day
0.0910949186429511,average hours spent in childcare per day
0.0759965298467078,average hours spent in childcare per day
0.0941661996753719,average hours spent in childcare per day
0.073171818765093,average hours spent in childcare per day
0.275977872214945,average hours spent in childcare per day
-0.00984896957812508,average hours spent in childcare per day
0.135623480393139,average hours spent in childcare per day
0.0700100197296141,average hours spent in childcare per day
0.036723995260438,average hours spent in childcare per day
-0.0816481444004204,average hours spent in childcare per day
0.104098920981639,average hours spent in childcare per day
0.181634059641742,average hours spent in childcare per day
0.14247305235902,average hours spent in childcare per day
0.0517448858178335,average hours spent in childcare per day
0.326792008309691,average hours spent in childcare per day
0.0913551483980653,average hours spent in childcare per day
0.206877507814124,average hours spent in childcare per day
0.192997375371923,average hours spent in childcare per day
0.0353398454260921,average hours spent in childcare per day
0.323823336861312,average hours spent in childcare per day
-0.0838806957222282,average hours spent in childcare per day
0.0502848835105803,average hours spent in childcare per day
0.23700677852757,average hours spent in childcare per day
-0.0599443347202385,average hours spent in childcare per day
-0.0131358610666191,average hours spent in childcare per day
0.172139948856207,average hours spent in childcare per day
0.0228979271434113,average hours spent in childcare per day
0.0885553384544864,average hours spent in childcare per day
0.0716978414385924,average hours spent in childcare per day
0.147139861227414,average hours spent in childcare per day
-0.165323801153621,average hours spent in childcare per day
0.211876098688732,average hours spent in childcare per day
-0.00778379016687642,average hours spent in childcare per day
0.100775663177578,average hours spent in childcare per day
0.239318922685704,average hours spent in childcare per day
-0.0215767269034783,average hours spent in childcare per day
0.0328393033321177,average hours spent in childcare per day
0.0373835492476728,average hours spent in childcare per day
0.207597287641996,average hours spent in childcare per day
0.0759448125550248,average hours spent in childcare per day
0.0698467234881967,average hours spent in childcare per day
0.2045157038662,average hours spent in childcare per day
0.0570562627049701,average hours spent in childcare per day
0.120925469944275,average hours spent in childcare per day
0.0819500370649676,average hours spent in childcare per day
0.0362807767819378,average hours spent in childcare per day
0.129036055200976,average hours spent in childcare per day
0.160494742797555,average hours spent in childcare per day
0.10731967838655,average hours spent in childcare per day
0.202882233039163,average hours spent in childcare per day
0.0852835897760255,average hours spent in childcare per day
0.17997277118165,average hours spent in childcare per day
0.162905958329193,average hours spent in childcare per day
0.0231249376633768,average hours spent in childcare per day
0.339590705457577,average hours spent in childcare per day
0.0250997344820081,average hours spent in childcare per day
0.0896240682037434,average hours spent in childcare per day
0.156309284785857,average hours spent in childcare per day
-0.223658958535765,average hours spent in childcare per day
0.0144149590920997,average hours spent in childcare per day
0.213262966275105,average hours spent in childcare per day
0.284428565463249,average hours spent in childcare per day
-0.0195749760498752,average hours spent in childcare per day
0.0800892665179528,average hours spent in childcare per day
0.210537045171779,average hours spent in childcare per day
0.186097262100426,average hours spent in childcare per day
0.296317288171718,average hours spent in childcare per day
0.0246824534078235,average hours spent in childcare per day
0.234641644054965,average hours spent in childcare per day
0.145714892536635,average hours spent in childcare per day
0.135511877141873,average hours spent in childcare per day
0.193462850344883,average hours spent in childcare per day
0.17525418926782,average hours spent in childcare per day
0.0529096169356642,average hours spent in childcare per day
-0.00105887503616548,average hours spent in childcare per day
0.180997308014651,average hours spent in childcare per day
0.0124273202634833,average hours spent in childcare per day
0.173188340810383,average hours spent in childcare per day
-0.0567817160575461,average hours spent in childcare per day
0.195206727228903,average hours spent in childcare per day
0.105040959526727,average hours spent in childcare per day
-0.00253348142449705,average hours spent in childcare per day
0.19356142275946,average hours spent in childcare per day
0.0732969184280411,average hours spent in childcare per day
0.161513969890536,average hours spent in childcare per day
0.19616961153766,average hours spent in childcare per day
0.317912895690634,average hours spent in childcare per day
0.158656051567489,average hours spent in childcare per day
0.189524035019935,average hours spent in childcare per day
0.113204466495487,average hours spent in childcare per day
-0.136434521160851,average hours spent in childcare per day
0.23157833548138,average hours spent in childcare per day
0.0546892781296269,average hours spent in childcare per day
0.0337536818539616,average hours spent in childcare per day
0.20726698376536,average hours spent in childcare per day
0.265859137779432,average hours spent in childcare per day
0.129882054120709,average hours spent in childcare per day
0.00497115536951792,average hours spent in childcare per day
0.0816775524908166,average hours spent in childcare per day
0.112616903962267,average hours spent in childcare per day
0.125572176442056,average hours spent in childcare per day
0.0316038566379459,average hours spent in childcare per day
0.101754657868461,average hours spent in childcare per day
0.0823990019053839,average hours spent in childcare per day
0.186508898121845,average hours spent in childcare per day
0.171370319966571,average hours spent in childcare per day
0.013354835998814,average hours spent in childcare per day
0.0865007066688669,average hours spent in childcare per day
-0.0330387942905302,average hours spent in childcare per day
0.200584146541236,average hours spent in childcare per day
0.0298917593075713,average hours spent in childcare per day
0.184953805569549,average hours spent in childcare per day
0.049099033718571,average hours spent in childcare per day
0.0438457262562976,average hours spent in childcare per day
0.217979408298126,average hours spent in childcare per day
0.162252915291763,average hours spent in childcare per day
0.170537073110516,average hours spent in childcare per day
0.0345143532665632,average hours spent in childcare per day
0.282091005044552,average hours spent in childcare per day
0.00186886555100406,average hours spent in childcare per day
0.107332527183808,average hours spent in childcare per day
0.0596937596038758,average hours spent in childcare per day
0.173010103577112,average hours spent in childcare per day
0.225092083168626,average hours spent in childcare per day
-0.0348155766959961,average hours spent in childcare per day
0.0596219009073081,average hours spent in childcare per day
0.0903047444667883,average hours spent in childcare per day
-0.0520236273867017,average hours spent in childcare per day
-0.0213179768649284,average hours spent in childcare per day
0.0468367539876135,average hours spent in childcare per day
0.244412885881582,average hours spent in childcare per day
0.270169681495757,average hours spent in childcare per day
0.187494514676393,average hours spent in childcare per day
0.0687486470141543,average hours spent in childcare per day
-0.0445977137148356,average hours spent in childcare per day
0.129675080001786,average hours spent in childcare per day
0.145213212588551,average hours spent in childcare per day
0.0821112239051978,average hours spent in childcare per day
0.101393078841906,average hours spent in childcare per day
-0.0785656663038667,average hours spent in childcare per day
0.0442549412794836,average hours spent in childcare per day
0.196402878855572,average hours spent in childcare per day
0.0622441034287685,average hours spent in childcare per day
0.134029763605987,average hours spent in childcare per day
-0.0104234705244936,average hours spent in childcare per day
0.0535537759575204,average hours spent in childcare per day
0.215514742580991,average hours spent in childcare per day
0.145297598689546,average hours spent in childcare per day
0.236227562475515,average hours spent in childcare per day
0.295164595750856,average hours spent in childcare per day
0.05558706199971,average hours spent in childcare per day
0.0806108636241637,average hours spent in childcare per day
0.223594002688392,average hours spent in childcare per day
0.00793680450185579,average hours spent in childcare per day
0.126709242683639,average hours spent in childcare per day
0.353573111980029,average hours spent in childcare per day
0.0143642265064933,average hours spent in childcare per day
-0.0755819569258909,average hours spent in childcare per day
0.183401173724449,average hours spent in childcare per day
0.109755118563995,average hours spent in childcare per day
0.170475193505868,average hours spent in childcare per day
0.150618864632092,average hours spent in childcare per day
0.091803318600754,average hours spent in childcare per day
0.00727501904362512,average hours spent in childcare per day
0.18126468732404,average hours spent in childcare per day
0.15628008321186,average hours spent in childcare per day
0.148250093728699,average hours spent in childcare per day
0.0544656932441785,average hours spent in childcare per day
0.197730429641549,average hours spent in childcare per day
0.210468552867508,average hours spent in childcare per day
0.262818420001865,average hours spent in childcare per day
0.0436865122438168,average hours spent in childcare per day
0.116663679531226,average hours spent in childcare per day
0.0345993247631472,average hours spent in childcare per day
0.0456767412026167,average hours spent in childcare per day
-0.0567139887191878,average hours spent in childcare per day
0.21039117530245,average hours spent in childcare per day
0.258312906546277,average hours spent in childcare per day
-0.00872143478912907,average hours spent in childcare per day
0.150357550024154,average hours spent in childcare per day
0.0934953192677698,average hours spent in childcare per day
0.0285093115703303,average hours spent in childcare per day
0.0703438369560195,average hours spent in childcare per day
0.207504697563354,average hours spent in childcare per day
0.221670846769747,average hours spent in childcare per day
0.26955895464548,average hours spent in childcare per day
0.0565715652954334,average hours spent in childcare per day
-0.0221594264953212,average hours spent in childcare per day
0.125116098001239,average hours spent in childcare per day
0.0301869575425201,average hours spent in childcare per day
0.0610680846806386,average hours spent in childcare per day
0.127444529793572,average hours spent in childcare per day
0.199220520008151,average hours spent in childcare per day
0.192467097885493,average hours spent in childcare per day
0.0753036394880254,average hours spent in childcare per day
0.0482244771474233,average hours spent in childcare per day
0.016192701194032,average hours spent in childcare per day
0.0104762263887854,average hours spent in childcare per day
0.181736078340338,average hours spent in childcare per day
0.0141205433001099,average hours spent in childcare per day
0.00064825343477111,average hours spent in childcare per day
-0.026604847773332,average hours spent in childcare per day
0.0101538440781617,average hours spent in childcare per day
0.154531186513364,average hours spent in childcare per day
0.0911512208712953,average hours spent in childcare per day
0.319052190719284,average hours spent in childcare per day
0.184702632432577,average hours spent in childcare per day
-0.0576086790105473,average hours spent in childcare per day
0.165718600046374,average hours spent in childcare per day
-0.0915235931474066,average hours spent in childcare per day
0.15749882590474,average hours spent in childcare per day
-0.0981220847383528,average hours spent in childcare per day
0.128563968184649,average hours spent in childcare per day
0.175887418708434,average hours spent in childcare per day
0.332099509159446,average hours spent in childcare per day
0.196586816259166,average hours spent in childcare per day
0.224996193765889,average hours spent in childcare per day
0.137801786915883,average hours spent in childcare per day
-0.0409166566388494,average hours spent in childcare per day
-0.00304806403365661,average hours spent in childcare per day
0.242065851409209,average hours spent in childcare per day
0.0673399067295932,average hours spent in childcare per day
0.12820483173601,average hours spent in childcare per day
0.156279447365472,average hours spent in childcare per day
0.0106934905139253,average hours spent in childcare per day
-0.116814573844959,average hours spent in childcare per day
0.0598401101693662,average hours spent in childcare per day
0.141234532217934,average hours spent in childcare per day
0.161967487654593,average hours spent in childcare per day
-0.0131688740108641,average hours spent in childcare per day
0.245616621446373,average hours spent in childcare per day
0.16314144788733,average hours spent in childcare per day
0.122746672143731,average hours spent in childcare per day
0.0950371076503519,average hours spent in childcare per day
0.100484067151562,average hours spent in childcare per day
0.0357177822380045,average hours spent in childcare per day
0.0471839970853851,average hours spent in childcare per day
-0.0180464174046883,average hours spent in childcare per day
0.128297865632518,average hours spent in childcare per day
0.0886897116109773,average hours spent in childcare per day
0.171676807745096,average hours spent in childcare per day
0.209769521112623,average hours spent in childcare per day
0.241006871578868,average hours spent in childcare per day
0.153431165804054,average hours spent in childcare per day
0.122045417202465,average hours spent in childcare per day
0.0912318640108578,average hours spent in childcare per day
0.265071726724264,average hours spent in childcare per day
0.140395789812186,average hours spent in childcare per day
-0.0519880605050097,average hours spent in childcare per day
0.0438302519949143,average hours spent in childcare per day
0.135678551349388,average hours spent in childcare per day
0.180568170685612,average hours spent in childcare per day
0.343845047028874,average hours spent in childcare per day
-0.100202366523116,average hours spent in childcare per day
-0.143401251869695,average hours spent in childcare per day
0.0556528132173464,average hours spent in childcare per day
0.0188403647381122,average hours spent in childcare per day
0.216493457874116,average hours spent in childcare per day
0.16650118725167,average hours spent in childcare per day
0.0772954662061526,average hours spent in childcare per day
0.218294612969524,average hours spent in childcare per day
0.110380228016317,average hours spent in childcare per day
0.0697893522109337,average hours spent in childcare per day
0.0842969642048367,average hours spent in childcare per day
0.257578165676554,average hours spent in childcare per day
0.211867844533399,average hours spent in childcare per day
0.13206698668393,average hours spent in childcare per day
-0.00329856919386659,average hours spent in childcare per day
0.248610670932748,average hours spent in childcare per day
0.0866902445218617,average hours spent in childcare per day
0.00107563043757133,average hours spent in childcare per day
0.0160677768319758,average hours spent in childcare per day
0.0946767005444586,average hours spent in childcare per day
0.137479963130142,average hours spent in childcare per day
0.0479638555709428,average hours spent in childcare per day
0.0219796980666534,average hours spent in childcare per day
0.144310421867429,average hours spent in childcare per day
0.104068961389445,average hours spent in childcare per day
0.00742324856464474,average hours spent in childcare per day
-0.10385337646223,average hours spent in childcare per day
0.00582761802220253,average hours spent in childcare per day
0.0650755542941178,average hours spent in childcare per day
0.0461463803332745,average hours spent in childcare per day
0.251093416408549,average hours spent in childcare per day
0.321632501507138,average hours spent in childcare per day
0.165759009931195,average hours spent in childcare per day
-0.018524506652205,average hours spent in childcare per day
0.145619274609438,average hours spent in childcare per day
0.0868648640296644,average hours spent in childcare per day
0.125360650529116,average hours spent in childcare per day
0.0840577236376263,average hours spent in childcare per day
0.134938352741099,average hours spent in childcare per day
-0.0796725802323381,average hours spent in childcare per day
0.111569418697171,average hours spent in childcare per day
0.0122916049386431,average hours spent in childcare per day
-0.0680588489527452,average hours spent in childcare per day
0.312453479701819,average hours spent in childcare per day
0.0503551893583803,average hours spent in childcare per day
0.258430604957853,average hours spent in childcare per day
0.00777538668536792,average hours spent in childcare per day
-0.0761046487458486,average hours spent in childcare per day
-0.0169247614608125,average hours spent in childcare per day
-0.0117732314557428,average hours spent in childcare per day
0.324821865368923,average hours spent in childcare per day
0.128745051501791,average hours spent in childcare per day
-0.0500053659491872,average hours spent in childcare per day
0.0128373809412808,average hours spent in childcare per day
0.144964634044078,average hours spent in childcare per day
0.0510481862834148,average hours spent in childcare per day
0.216618468533571,average hours spent in childcare per day
0.0738626203306259,average hours spent in childcare per day
0.0412168702977805,average hours spent in childcare per day
0.0529962017298504,average hours spent in childcare per day
0.144117577248414,average hours spent in childcare per day
0.128532132123728,average hours spent in childcare per day
0.0758541231204739,average hours spent in childcare per day
0.127959915079876,average hours spent in childcare per day
0.0451348133870376,average hours spent in childcare per day
-0.164547467770983,average hours spent in childcare per day
-0.0894308695675486,average hours spent in childcare per day
-0.0263980851462977,average hours spent in childcare per day
0.143475268781494,average hours spent in childcare per day
0.0395459054711161,average hours spent in childcare per day
-0.0652337997217422,average hours spent in childcare per day
0.0503040403819882,average hours spent in childcare per day
0.169473447750654,average hours spent in childcare per day
-0.0107836263880325,average hours spent in childcare per day
0.00196183676974854,average hours spent in childcare per day
0.0970741222406993,average hours spent in childcare per day
0.0383948199644337,average hours spent in childcare per day
0.15608798992681,average hours spent in childcare per day
0.160190715466414,average hours spent in childcare per day
0.213884816337885,average hours spent in childcare per day
0.229997069070679,average hours spent in childcare per day
0.00805309292938418,average hours spent in childcare per day
-0.015901331484003,average hours spent in childcare per day
0.233842078816827,average hours spent in childcare per day
0.169275839312529,average hours spent in childcare per day
0.0859034822771521,average hours spent in childcare per day
0.023227006522818,average hours spent in childcare per day
0.263202016086273,average hours spent in childcare per day
0.318855171245235,average hours spent in childcare per day
-0.0742290229347125,average hours spent in childcare per day
0.0401694620923012,average hours spent in childcare per day
0.107039628635441,average hours spent in childcare per day
0.218102383434588,average hours spent in childcare per day
0.108789051988215,average hours spent in childcare per day
0.196075054190659,average hours spent in childcare per day
0.0737296425434178,average hours spent in childcare per day
0.0174307688580855,average hours spent in childcare per day
0.110972674972232,average hours spent in childcare per day
0.221907737539355,average hours spent in childcare per day
0.00896864698389651,average hours spent in childcare per day
-0.000810708276245861,average hours spent in childcare per day
0.0805840687485877,average hours spent in childcare per day
0.153456927137557,average hours spent in childcare per day
-0.0166808320580973,average hours spent in childcare per day
0.270707448125719,average hours spent in childcare per day
0.0818284569414728,average hours spent in childcare per day
0.278154205636504,average hours spent in childcare per day
0.106313867076037,average hours spent in childcare per day
0.18969706293373,average hours spent in childcare per day
0.123192006687693,average hours spent in childcare per day
0.0524509033263537,average hours spent in childcare per day
0.199102652829516,average hours spent in childcare per day
0.138947117213912,average hours spent in childcare per day
-0.0143763067346032,average hours spent in childcare per day
0.436674188381161,average hours spent in childcare per day
-0.0195664107494423,average hours spent in childcare per day
0.32145747809716,average hours spent in childcare per day
0.197982068594117,average hours spent in childcare per day
0.156194297728107,average hours spent in childcare per day
0.231089281970381,average hours spent in childcare per day
0.169650528782387,average hours spent in childcare per day
-0.000202504300767332,average hours spent in childcare per day
-0.0252485225942829,average hours spent in childcare per day
0.109831134404654,average hours spent in childcare per day
0.0991498207098921,average hours spent in childcare per day
0.225969587504961,average hours spent in childcare per day
0.0545534599837533,average hours spent in childcare per day
-0.153097876639098,average hours spent in childcare per day
0.0398073261788756,average hours spent in childcare per day
0.259806053951515,average hours spent in childcare per day
0.167598765779379,average hours spent in childcare per day
0.161034502579719,average hours spent in childcare per day
0.105961002519876,average hours spent in childcare per day
0.139626276589955,average hours spent in childcare per day
0.108883087036899,average hours spent in childcare per day
0.0888672982714497,average hours spent in childcare per day
0.139749836478824,average hours spent in childcare per day
0.227870723747879,average hours spent in childcare per day
0.0352641029096658,average hours spent in childcare per day
0.300428992262042,average hours spent in childcare per day
0.169677838538812,average hours spent in childcare per day
0.160675359596253,average hours spent in childcare per day
0.108409717763064,average hours spent in childcare per day
0.22400497252354,average hours spent in childcare per day
-0.00508569303188455,average hours spent in childcare per day
0.2959020045736,average hours spent in childcare per day
0.118487033696343,average hours spent in childcare per day
0.0868004836306798,average hours spent in childcare per day
0.234733381807529,average hours spent in childcare per day
0.19769797168816,average hours spent in childcare per day
0.387464652442042,average hours spent in childcare per day
0.0937869869981052,average hours spent in childcare per day
0.115505512695599,average hours spent in childcare per day
0.263767574771731,average hours spent in childcare per day
0.145495771302379,average hours spent in childcare per day
0.194438524780327,average hours spent in childcare per day
-0.0426906720707621,average hours spent in childcare per day
0.186368379778456,average hours spent in childcare per day
0.148981056526462,average hours spent in childcare per day
0.158804078248582,average hours spent in childcare per day
0.0741472470420918,average hours spent in childcare per day
0.208936857620515,average hours spent in childcare per day
0.0747812469506974,average hours spent in childcare per day
0.31096068913431,average hours spent in childcare per day
0.106917913205135,average hours spent in childcare per day
-0.00540455400866636,average hours spent in childcare per day
-0.0267370862346704,average hours spent in childcare per day
0.0600628757286027,average hours spent in childcare per day
0.318927084382804,average hours spent in childcare per day
0.0241782805106644,average hours spent in childcare per day
0.0112621786887799,average hours spent in childcare per day
0.217304559039282,average hours spent in childcare per day
0.189798885671004,average hours spent in childcare per day
0.14389893059298,average hours spent in childcare per day
0.280292590716429,average hours spent in childcare per day
0.14382441269571,average hours spent in childcare per day
0.282710992362662,average hours spent in childcare per day
0.117220139342612,average hours spent in childcare per day
0.0555513127917045,average hours spent in childcare per day
-0.0894434201564988,average hours spent in childcare per day
0.18356206701994,average hours spent in childcare per day
0.149845769964521,average hours spent in childcare per day
0.160367457039237,average hours spent in childcare per day
-0.0121656485737705,average hours spent in childcare per day
-0.0301006418601734,average hours spent in childcare per day
0.129852447836329,average hours spent in childcare per day
0.125629234306169,average hours spent in childcare per day
0.205194772347316,average hours spent in childcare per day
0.122883894750215,average hours spent in childcare per day
0.180992333815326,average hours spent in childcare per day
0.0247945416045538,average hours spent in childcare per day
0.170353146507425,average hours spent in childcare per day
0.0108128357345223,average hours spent in childcare per day
0.192334215807811,average hours spent in childcare per day
0.141573736398226,average hours spent in childcare per day
0.321996458586811,average hours spent in childcare per day
0.0572753591454281,average hours spent in childcare per day
0.0084394261945096,average hours spent in childcare per day
-0.0390916107994696,average hours spent in childcare per day
-0.0267856051472386,average hours spent in childcare per day
0.105929295366955,average hours spent in childcare per day
0.126171137082925,average hours spent in childcare per day
0.362233403004319,average hours spent in childcare per day
0.111466719722743,average hours spent in childcare per day
0.330684040116422,average hours spent in childcare per day
0.368402528371743,average hours spent in childcare per day
-0.0944887907586554,average hours spent in childcare per day
0.0434010402093715,average hours spent in childcare per day
0.0892752175810045,average hours spent in childcare per day
0.121208976914715,average hours spent in childcare per day
0.0738339323900676,average hours spent in childcare per day
0.0107327100904565,average hours spent in childcare per day
0.0261286072997218,average hours spent in childcare per day
0.277854260982347,average hours spent in childcare per day
0.255077894127356,average hours spent in childcare per day
0.21923838853967,average hours spent in childcare per day
0.173340131087388,average hours spent in childcare per day
-0.177991479977569,average hours spent in childcare per day
-0.134162374011251,average hours spent in childcare per day
0.025847868481739,average hours spent in childcare per day
0.173303170653234,average hours spent in childcare per day
0.0915491451449153,average hours spent in childcare per day
0.19550139005185,average hours spent in childcare per day
0.211604154543013,average hours spent in childcare per day
0.214999742398446,average hours spent in childcare per day
0.101174530026061,average hours spent in childcare per day
0.0925434002188249,average hours spent in childcare per day
0.0604136418753186,average hours spent in childcare per day
0.1824758091257,average hours spent in childcare per day
0.0919317277822988,average hours spent in childcare per day
0.122985740842528,average hours spent in childcare per day
0.116583226159501,average hours spent in childcare per day
0.152113259589524,average hours spent in childcare per day
0.16889490358462,average hours spent in childcare per day
0.0848039602916506,average hours spent in childcare per day
0.0176863003102846,average hours spent in childcare per day
0.0981741421873531,average hours spent in childcare per day
0.0146058474016762,average hours spent in childcare per day
0.0299553877786784,average hours spent in childcare per day
0.0788001557702927,average hours spent in childcare per day
0.237018254534174,average hours spent in childcare per day
0.318635276446111,average hours spent in childcare per day
0.223846059476048,average hours spent in childcare per day
0.122752897764622,average hours spent in childcare per day
0.159831131784695,average hours spent in childcare per day
0.0595942060915398,average hours spent in childcare per day
-0.0578452287559608,average hours spent in childcare per day
-0.0851202080137579,average hours spent in childcare per day
0.124757119928187,average hours spent in childcare per day
0.176741273157615,average hours spent in childcare per day
0.0529943966352706,average hours spent in childcare per day
0.0104105866148253,average hours spent in childcare per day
0.145510443219688,average hours spent in childcare per day
0.111406181303768,average hours spent in childcare per day
0.223076014278821,average hours spent in childcare per day
0.160329614653886,average hours spent in childcare per day
0.167033925455628,average hours spent in childcare per day
0.0109173505465321,average hours spent in childcare per day
0.25956942062205,average hours spent in childcare per day
0.126097683767697,average hours spent in childcare per day
0.22998743783149,average hours spent in childcare per day
0.0986139692963893,average hours spent in childcare per day
0.131621456951683,average hours spent in childcare per day
0.129745610325036,average hours spent in childcare per day
0.209508575519364,average hours spent in childcare per day
0.190224884887965,average hours spent in childcare per day
0.00937611926950735,average hours spent in childcare per day
0.0512229761522186,average hours spent in childcare per day
-0.063571048640862,average hours spent in childcare per day
0.183516968950895,average hours spent in childcare per day
0.157537333990982,average hours spent in childcare per day
-0.0701454587950122,average hours spent in childcare per day
0.225830792798205,average hours spent in childcare per day
0.0370430445539648,average hours spent in childcare per day
0.0710916857117655,average hours spent in childcare per day
0.120736720174418,average hours spent in childcare per day
0.206747070484549,average hours spent in childcare per day
0.0358088768654949,average hours spent in childcare per day
-0.0756873227701092,average hours spent in childcare per day
-0.0938916032790075,average hours spent in childcare per day
0.133162608618216,average hours spent in childcare per day
0.135114893572475,average hours spent in childcare per day
0.13723527531327,average hours spent in childcare per day
0.192217791580105,average hours spent in childcare per day
0.117074664969347,average hours spent in childcare per day
